,V1,V2,consonant,underlying,fronted,rounded,high,group,model,Time,Attention,Loss
305,a,H,g,ag-H,0,0,0,rounding,7,0,0.6688029170036316,0.05811777710914612
306,e,H,g,eg-H,1,0,0,rounding,7,0,0.7281236052513123,0.019478529691696167
307,o,H,g,og-H,0,1,1,rounding,7,0,0.6014788150787354,0.0295293927192688
308,u,H,g,ug-H,0,1,1,rounding,7,0,0.6163957715034485,0.009492993354797363
309,y,H,g,yg-H,1,1,1,rounding,7,0,0.733729898929596,0.010638147592544556
310,ø,H,g,øg-H,1,1,1,rounding,7,0,0.7658162117004395,0.031870245933532715
311,ɯ,H,g,ɯg-H,0,0,1,rounding,7,0,0.634709358215332,0.004080832004547119
312,i,L,g,ig-L,1,0,1,rounding,7,0,0.7949469685554504,0.007866531610488892
313,a,L,g,ag-L,0,0,0,rounding,7,0,0.7669707536697388,0.04579693078994751
314,e,L,g,eg-L,1,0,0,rounding,7,0,0.8100115060806274,0.020108729600906372
315,o,L,g,og-L,0,1,1,rounding,7,0,0.6255167126655579,0.03312799334526062
316,u,L,g,ug-L,0,1,1,rounding,7,0,0.6404887437820435,0.022202104330062866
317,y,L,g,yg-L,1,1,1,rounding,7,0,0.7479014992713928,0.008543133735656738
318,ø,L,g,øg-L,1,1,1,rounding,7,0,0.7755330204963684,0.031106531620025635
319,ɯ,L,g,ɯg-L,0,0,1,rounding,7,0,0.7145699858665466,0.010301321744918823
320,i,H,d,id-H,1,0,1,rounding,7,0,0.5486255288124084,0.02659955620765686
321,a,H,d,ad-H,0,0,0,rounding,7,0,0.5254042148590088,0.04365271329879761
322,e,H,d,ed-H,1,0,0,rounding,7,0,0.5774853825569153,0.007106274366378784
323,o,H,d,od-H,0,1,1,rounding,7,0,0.37028321623802185,0.013788431882858276
324,u,H,d,ud-H,0,1,1,rounding,7,0,0.4855033755302429,0.02455240488052368
325,y,H,d,yd-H,1,1,1,rounding,7,0,0.4651121199131012,0.02470490336418152
326,ø,H,d,ød-H,1,1,1,rounding,7,0,0.32397955656051636,0.010664582252502441
327,ɯ,H,d,ɯd-H,0,0,1,rounding,7,0,0.5207536816596985,0.02307647466659546
328,i,L,d,id-L,1,0,1,rounding,7,0,0.6123906970024109,0.012077510356903076
329,a,L,d,ad-L,0,0,0,rounding,7,0,0.5947445631027222,0.02747321128845215
330,e,L,d,ed-L,1,0,0,rounding,7,0,0.6484965085983276,0.015314221382141113
331,o,L,d,od-L,0,1,1,rounding,7,0,0.41389262676239014,0.021163642406463623
332,u,L,d,ud-L,0,1,1,rounding,7,0,0.5176581144332886,0.029205620288848877
333,y,L,d,yd-L,1,1,1,rounding,7,0,0.4980376660823822,0.02387833595275879
334,ø,L,d,ød-L,1,1,1,rounding,7,0,0.3705335557460785,0.010399043560028076
335,ɯ,L,d,ɯd-L,0,0,1,rounding,7,0,0.5614073872566223,0.01821213960647583
336,i,H,b,ib-H,1,0,1,rounding,8,0,0.2651248872280121,0.06234699487686157
337,a,H,b,ab-H,0,0,0,rounding,8,0,0.24821209907531738,0.015492051839828491
338,e,H,b,eb-H,1,0,0,rounding,8,0,0.26706910133361816,0.05633820593357086
339,o,H,b,ob-H,0,1,1,rounding,8,0,0.34755825996398926,0.014373213052749634
340,u,H,b,ub-H,0,1,1,rounding,8,0,0.4139203429222107,0.013438045978546143
341,y,H,b,yb-H,1,1,1,rounding,8,0,0.39069896936416626,0.009059667587280273
342,ø,H,b,øb-H,1,1,1,rounding,8,0,0.2854772210121155,0.0044935643672943115
343,ɯ,H,b,ɯb-H,0,0,1,rounding,8,0,0.3412286341190338,0.011474460363388062
344,i,L,b,ib-L,1,0,1,rounding,8,0,0.34947842359542847,0.01679554581642151
345,a,L,b,ab-L,0,0,0,rounding,8,0,0.32004091143608093,0.057715266942977905
346,e,L,b,eb-L,1,0,0,rounding,8,0,0.34565332531929016,0.0038255155086517334
347,o,L,b,ob-L,0,1,1,rounding,8,0,0.3765316307544708,0.02539089322090149
348,u,L,b,ub-L,0,1,1,rounding,8,0,0.4457279145717621,0.03221404552459717
349,y,L,b,yb-L,1,1,1,rounding,8,0,0.4500977396965027,0.026749521493911743
350,ø,L,b,øb-L,1,1,1,rounding,8,0,0.3677035868167877,0.008094072341918945
351,ɯ,L,b,ɯb-L,0,0,1,rounding,8,0,0.4274050295352936,0.021898895502090454
352,i,H,g,ig-H,1,0,1,rounding,8,0,0.4644341766834259,0.0261385440826416
353,a,H,g,ag-H,0,0,0,rounding,8,0,0.313188761472702,0.013971388339996338
354,e,H,g,eg-H,1,0,0,rounding,8,0,0.43723151087760925,0.012931257486343384
355,o,H,g,og-H,0,1,1,rounding,8,0,0.30484914779663086,0.0251082181930542
356,u,H,g,ug-H,0,1,1,rounding,8,0,0.40546196699142456,0.014771729707717896
357,y,H,g,yg-H,1,1,1,rounding,8,0,0.33548209071159363,0.003044992685317993
358,ø,H,g,øg-H,1,1,1,rounding,8,0,0.25846514105796814,0.021031111478805542
359,ɯ,H,g,ɯg-H,0,0,1,rounding,8,0,0.4702156186103821,0.009436249732971191
360,i,L,g,ig-L,1,0,1,rounding,8,0,0.5480011701583862,0.019226521253585815
361,a,L,g,ag-L,0,0,0,rounding,8,0,0.43880701065063477,0.03457140922546387
362,e,L,g,eg-L,1,0,0,rounding,8,0,0.5468752980232239,0.0204964280128479
363,o,L,g,og-L,0,1,1,rounding,8,0,0.4201931059360504,0.0072456300258636475
364,u,L,g,ug-L,0,1,1,rounding,8,0,0.48121434450149536,0.026927709579467773
365,y,L,g,yg-L,1,1,1,rounding,8,0,0.4124951958656311,0.008291035890579224
366,ø,L,g,øg-L,1,1,1,rounding,8,0,0.3723069727420807,0.008988797664642334
367,ɯ,L,g,ɯg-L,0,0,1,rounding,8,0,0.5469651222229004,0.010946452617645264
368,i,H,d,id-H,1,0,1,rounding,8,0,0.3720358610153198,0.00776827335357666
369,a,H,d,ad-H,0,0,0,rounding,8,0,0.20489400625228882,0.030328750610351562
370,e,H,d,ed-H,1,0,0,rounding,8,0,0.33487987518310547,0.01287621259689331
371,o,H,d,od-H,0,1,1,rounding,8,0,0.35275641083717346,0.029836922883987427
372,u,H,d,ud-H,0,1,1,rounding,8,0,0.31580594182014465,0.0076403021812438965
373,y,H,d,yd-H,1,1,1,rounding,8,0,0.382208913564682,0.02465304732322693
374,ø,H,d,ød-H,1,1,1,rounding,8,0,0.31347450613975525,0.034446537494659424
375,ɯ,H,d,ɯd-H,0,0,1,rounding,8,0,0.3840188980102539,0.007934629917144775
376,i,L,d,id-L,1,0,1,rounding,8,0,0.4181264340877533,0.011710703372955322
377,a,L,d,ad-L,0,0,0,rounding,8,0,0.21877939999103546,0.02419373393058777
378,e,L,d,ed-L,1,0,0,rounding,8,0,0.40311169624328613,0.008924305438995361
379,o,L,d,od-L,0,1,1,rounding,8,0,0.3876766562461853,0.020078957080841064
380,u,L,d,ud-L,0,1,1,rounding,8,0,0.3631719648838043,0.04346218705177307
381,y,L,d,yd-L,1,1,1,rounding,8,0,0.4270211160182953,0.019588768482208252
382,ø,L,d,ød-L,1,1,1,rounding,8,0,0.3768434226512909,0.017208904027938843
383,ɯ,L,d,ɯd-L,0,0,1,rounding,8,0,0.42413774132728577,0.006444066762924194
384,i,H,b,ib-H,1,0,1,rounding,9,0,0.003213346004486084,0.05404573678970337
385,a,H,b,ab-H,0,0,0,rounding,9,0,0.0005998867563903332,0.02592182159423828
386,e,H,b,eb-H,1,0,0,rounding,9,0,0.002281516557559371,0.041949182748794556
387,o,H,b,ob-H,0,1,1,rounding,9,0,0.008693126030266285,0.027053028345108032
388,u,H,b,ub-H,0,1,1,rounding,9,0,0.008272240869700909,0.021680444478988647
389,y,H,b,yb-H,1,1,1,rounding,9,0,0.01184227503836155,0.00798007845878601
390,ø,H,b,øb-H,1,1,1,rounding,9,0,0.009122208692133427,0.023006975650787354
391,ɯ,H,b,ɯb-H,0,0,1,rounding,9,0,0.0037571298889815807,0.059161216020584106
392,i,L,b,ib-L,1,0,1,rounding,9,0,0.0011713448911905289,0.039500415325164795
393,a,L,b,ab-L,0,0,0,rounding,9,0,0.00010922038200078532,0.004613965749740601
394,e,L,b,eb-L,1,0,0,rounding,9,0,0.0007510633440688252,0.034020185470581055
395,o,L,b,ob-L,0,1,1,rounding,9,0,0.002117987722158432,0.033568620681762695
396,u,L,b,ub-L,0,1,1,rounding,9,0,0.0021238664630800486,0.0210435688495636
397,y,L,b,yb-L,1,1,1,rounding,9,0,0.004499343689531088,0.014613717794418335
398,ø,L,b,øb-L,1,1,1,rounding,9,0,0.003040849231183529,0.004872322082519531
399,ɯ,L,b,ɯb-L,0,0,1,rounding,9,0,0.0009446348412893713,0.04815375804901123
400,i,H,g,ig-H,1,0,1,rounding,9,0,0.012287009507417679,0.019938647747039795
401,a,H,g,ag-H,0,0,0,rounding,9,0,0.0027073812671005726,0.019810229539871216
402,e,H,g,eg-H,1,0,0,rounding,9,0,0.008316858671605587,0.03374043107032776
403,o,H,g,og-H,0,1,1,rounding,9,0,0.04339246079325676,0.02946963906288147
404,u,H,g,ug-H,0,1,1,rounding,9,0,0.014718837104737759,0.025561034679412842
405,y,H,g,yg-H,1,1,1,rounding,9,0,0.02157915011048317,0.03040817379951477
406,ø,H,g,øg-H,1,1,1,rounding,9,0,0.024440689012408257,0.02884000539779663
407,ɯ,H,g,ɯg-H,0,0,1,rounding,9,0,0.01414819061756134,0.02181568741798401
408,i,L,g,ig-L,1,0,1,rounding,9,0,0.004572729114443064,0.01169392466545105
409,a,L,g,ag-L,0,0,0,rounding,9,0,0.0006041950546205044,0.012091636657714844
410,e,L,g,eg-L,1,0,0,rounding,9,0,0.0030850337352603674,0.006907343864440918
411,o,L,g,og-L,0,1,1,rounding,9,0,0.011688262224197388,0.011956334114074707
412,u,L,g,ug-L,0,1,1,rounding,9,0,0.0038600293919444084,0.006328493356704712
413,y,L,g,yg-L,1,1,1,rounding,9,0,0.006293714977800846,0.02823624014854431
414,ø,L,g,øg-L,1,1,1,rounding,9,0,0.007286278996616602,0.018328815698623657
415,ɯ,L,g,ɯg-L,0,0,1,rounding,9,0,0.0043034423142671585,0.008189082145690918
416,i,H,d,id-H,1,0,1,rounding,9,0,0.011246604844927788,0.011190325021743774
417,a,H,d,ad-H,0,0,0,rounding,9,0,0.0029233498498797417,0.020000874996185303
418,e,H,d,ed-H,1,0,0,rounding,9,0,0.005651434883475304,0.006982594728469849
419,o,H,d,od-H,0,1,1,rounding,9,0,0.06793921440839767,0.047801047563552856
420,u,H,d,ud-H,0,1,1,rounding,9,0,0.024938836693763733,0.04505226016044617
421,y,H,d,yd-H,1,1,1,rounding,9,0,0.052735988050699234,0.03987732529640198
422,ø,H,d,ød-H,1,1,1,rounding,9,0,0.019028373062610626,0.03230750560760498
423,ɯ,H,d,ɯd-H,0,0,1,rounding,9,0,0.009672529064118862,0.023237258195877075
424,i,L,d,id-L,1,0,1,rounding,9,0,0.004541622940450907,0.028122633695602417
425,a,L,d,ad-L,0,0,0,rounding,9,0,0.00040956310112960637,0.04965090751647949
426,e,L,d,ed-L,1,0,0,rounding,9,0,0.0022720489650964737,0.024324655532836914
427,o,L,d,od-L,0,1,1,rounding,9,0,0.014349623583257198,0.04901990294456482
428,u,L,d,ud-L,0,1,1,rounding,9,0,0.005045982543379068,0.05002814531326294
429,y,L,d,yd-L,1,1,1,rounding,9,0,0.015197854489088058,0.013920336961746216
430,ø,L,d,ød-L,1,1,1,rounding,9,0,0.004898829385638237,0.004957020282745361
431,ɯ,L,d,ɯd-L,0,0,1,rounding,9,0,0.0017425374826416373,0.012934744358062744
432,i,H,b,ib-H,1,0,1,rounding,10,0,0.9756819605827332,0.027089059352874756
433,a,H,b,ab-H,0,0,0,rounding,10,0,0.9178340435028076,0.03602823615074158
434,e,H,b,eb-H,1,0,0,rounding,10,0,0.9851700067520142,0.021898001432418823
435,o,H,b,ob-H,0,1,1,rounding,10,0,0.6471232771873474,0.024135053157806396
436,u,H,b,ub-H,0,1,1,rounding,10,0,0.6114492416381836,0.014443188905715942
437,y,H,b,yb-H,1,1,1,rounding,10,0,0.7069664001464844,0.01749640703201294
438,ø,H,b,øb-H,1,1,1,rounding,10,0,0.774463951587677,0.03894636034965515
439,ɯ,H,b,ɯb-H,0,0,1,rounding,10,0,0.8411750793457031,0.04871702194213867
440,i,L,b,ib-L,1,0,1,rounding,10,0,0.9932573437690735,0.022678792476654053
441,a,L,b,ab-L,0,0,0,rounding,10,0,0.955777645111084,0.04693710803985596
442,e,L,b,eb-L,1,0,0,rounding,10,0,0.998448371887207,0.004325836896896362
443,o,L,b,ob-L,0,1,1,rounding,10,0,0.6555999517440796,0.028301507234573364
444,u,L,b,ub-L,0,1,1,rounding,10,0,0.6295535564422607,0.017899155616760254
445,y,L,b,yb-L,1,1,1,rounding,10,0,0.7397615909576416,0.013621091842651367
446,ø,L,b,øb-L,1,1,1,rounding,10,0,0.7955083847045898,0.029773831367492676
447,ɯ,L,b,ɯb-L,0,0,1,rounding,10,0,0.8535275459289551,0.03801184892654419
448,i,H,g,ig-H,1,0,1,rounding,10,0,0.9235742092132568,0.017075181007385254
449,a,H,g,ag-H,0,0,0,rounding,10,0,0.8607457876205444,0.02422913908958435
450,e,H,g,eg-H,1,0,0,rounding,10,0,0.9069018363952637,0.01293763518333435
451,o,H,g,og-H,0,1,1,rounding,10,0,0.6687886118888855,0.032115638256073
452,u,H,g,ug-H,0,1,1,rounding,10,0,0.730894923210144,0.027713745832443237
453,y,H,g,yg-H,1,1,1,rounding,10,0,0.827061116695404,0.02031567692756653
454,ø,H,g,øg-H,1,1,1,rounding,10,0,0.8131961822509766,0.03873896598815918
455,ɯ,H,g,ɯg-H,0,0,1,rounding,10,0,0.8218314051628113,0.027510344982147217
456,i,L,g,ig-L,1,0,1,rounding,10,0,0.937442421913147,0.024519622325897217
457,a,L,g,ag-L,0,0,0,rounding,10,0,0.9310807585716248,0.029730379581451416
458,e,L,g,eg-L,1,0,0,rounding,10,0,0.9305256009101868,0.016007959842681885
459,o,L,g,og-L,0,1,1,rounding,10,0,0.6893388032913208,0.02428126335144043
460,u,L,g,ug-L,0,1,1,rounding,10,0,0.7405816316604614,0.016874641180038452
461,y,L,g,yg-L,1,1,1,rounding,10,0,0.8370542526245117,0.009080052375793457
462,ø,L,g,øg-L,1,1,1,rounding,10,0,0.8272423148155212,0.027724504470825195
463,ɯ,L,g,ɯg-L,0,0,1,rounding,10,0,0.8394415378570557,0.025064200162887573
464,i,H,d,id-H,1,0,1,rounding,10,0,0.6803864240646362,0.026497066020965576
465,a,H,d,ad-H,0,0,0,rounding,10,0,0.7055152654647827,0.015355885028839111
466,e,H,d,ed-H,1,0,0,rounding,10,0,0.9193828701972961,0.01366204023361206
467,o,H,d,od-H,0,1,1,rounding,10,0,0.5992348194122314,0.017340511083602905
468,u,H,d,ud-H,0,1,1,rounding,10,0,0.5870354771614075,0.028177738189697266
469,y,H,d,yd-H,1,1,1,rounding,10,0,0.7193136811256409,0.01636791229248047
470,ø,H,d,ød-H,1,1,1,rounding,10,0,0.7910995483398438,0.018236935138702393
471,ɯ,H,d,ɯd-H,0,0,1,rounding,10,0,0.6842661499977112,0.013293266296386719
472,i,L,d,id-L,1,0,1,rounding,10,0,0.708077073097229,0.021029144525527954
473,a,L,d,ad-L,0,0,0,rounding,10,0,0.7521782517433167,0.02579858899116516
474,e,L,d,ed-L,1,0,0,rounding,10,0,0.937354564666748,0.016225606203079224
475,o,L,d,od-L,0,1,1,rounding,10,0,0.6020172238349915,0.01589912176132202
476,u,L,d,ud-L,0,1,1,rounding,10,0,0.5918724536895752,0.02707734704017639
477,y,L,d,yd-L,1,1,1,rounding,10,0,0.7226980328559875,0.012927412986755371
478,ø,L,d,ød-L,1,1,1,rounding,10,0,0.79225754737854,0.008839040994644165
479,ɯ,L,d,ɯd-L,0,0,1,rounding,10,0,0.6924569606781006,0.007749468088150024
480,i,H,b,ib-H,1,0,1,rounding,11,0,0.8079227805137634,0.03329014778137207
481,a,H,b,ab-H,0,0,0,rounding,11,0,0.7314343452453613,0.02054259181022644
482,e,H,b,eb-H,1,0,0,rounding,11,0,0.8055155873298645,0.008598774671554565
483,o,H,b,ob-H,0,1,1,rounding,11,0,0.6109139323234558,0.013117790222167969
484,u,H,b,ub-H,0,1,1,rounding,11,0,0.5824509263038635,0.022252291440963745
485,y,H,b,yb-H,1,1,1,rounding,11,0,0.6659526824951172,0.02228805422782898
486,ø,H,b,øb-H,1,1,1,rounding,11,0,0.6782804131507874,0.01605987548828125
487,ɯ,H,b,ɯb-H,0,0,1,rounding,11,0,0.7161745429039001,0.029605090618133545
488,i,L,b,ib-L,1,0,1,rounding,11,0,0.8374221324920654,0.0432533323764801
489,a,L,b,ab-L,0,0,0,rounding,11,0,0.7789788842201233,0.02032652497291565
490,e,L,b,eb-L,1,0,0,rounding,11,0,0.8362864255905151,0.019833475351333618
491,o,L,b,ob-L,0,1,1,rounding,11,0,0.6299219727516174,0.011614322662353516
492,u,L,b,ub-L,0,1,1,rounding,11,0,0.6007691621780396,0.0318852961063385
493,y,L,b,yb-L,1,1,1,rounding,11,0,0.6868517398834229,0.017608821392059326
494,ø,L,b,øb-L,1,1,1,rounding,11,0,0.7018587589263916,0.011366307735443115
495,ɯ,L,b,ɯb-L,0,0,1,rounding,11,0,0.7513535618782043,0.022690653800964355
496,i,H,g,ig-H,1,0,1,rounding,11,0,1.028994083404541,0.017714768648147583
497,a,H,g,ag-H,0,0,0,rounding,11,0,1.1171619892120361,0.07847565412521362
498,e,H,g,eg-H,1,0,0,rounding,11,0,1.0941764116287231,0.030718058347702026
499,o,H,g,og-H,0,1,1,rounding,11,0,0.8038071393966675,0.028177618980407715
500,u,H,g,ug-H,0,1,1,rounding,11,0,0.803548276424408,0.027351021766662598
501,y,H,g,yg-H,1,1,1,rounding,11,0,0.7729442715644836,0.029812008142471313
502,ø,H,g,øg-H,1,1,1,rounding,11,0,0.8282541632652283,0.026683151721954346
503,ɯ,H,g,ɯg-H,0,0,1,rounding,11,0,0.8750928640365601,0.0141829252243042
504,i,L,g,ig-L,1,0,1,rounding,11,0,1.0504422187805176,0.006325840950012207
505,a,L,g,ag-L,0,0,0,rounding,11,0,1.1436952352523804,0.07620948553085327
506,e,L,g,eg-L,1,0,0,rounding,11,0,1.1135860681533813,0.03219655156135559
507,o,L,g,og-L,0,1,1,rounding,11,0,0.8181962966918945,0.034275710582733154
508,u,L,g,ug-L,0,1,1,rounding,11,0,0.8160147070884705,0.02324625849723816
509,y,L,g,yg-L,1,1,1,rounding,11,0,0.7860123515129089,0.02460572123527527
510,ø,L,g,øg-L,1,1,1,rounding,11,0,0.8433886170387268,0.033963143825531006
511,ɯ,L,g,ɯg-L,0,0,1,rounding,11,0,0.9015030860900879,0.016984224319458008
512,i,H,d,id-H,1,0,1,rounding,11,0,0.7375205755233765,0.02835175395011902
513,a,H,d,ad-H,0,0,0,rounding,11,0,0.7577510476112366,0.020473569631576538
514,e,H,d,ed-H,1,0,0,rounding,11,0,0.9091750979423523,0.009493112564086914
515,o,H,d,od-H,0,1,1,rounding,11,0,0.6114844679832458,0.006068050861358643
516,u,H,d,ud-H,0,1,1,rounding,11,0,0.6342952251434326,0.02718639373779297
517,y,H,d,yd-H,1,1,1,rounding,11,0,0.7132481336593628,0.022581160068511963
518,ø,H,d,ød-H,1,1,1,rounding,11,0,0.7208355069160461,0.020292699337005615
519,ɯ,H,d,ɯd-H,0,0,1,rounding,11,0,0.6040902733802795,0.05029928684234619
520,i,L,d,id-L,1,0,1,rounding,11,0,0.7652707099914551,0.03364786505699158
521,a,L,d,ad-L,0,0,0,rounding,11,0,0.7969555258750916,0.008633464574813843
522,e,L,d,ed-L,1,0,0,rounding,11,0,0.9370394945144653,0.007367998361587524
523,o,L,d,od-L,0,1,1,rounding,11,0,0.6265900135040283,0.00881338119506836
524,u,L,d,ud-L,0,1,1,rounding,11,0,0.6530999541282654,0.03604725003242493
525,y,L,d,yd-L,1,1,1,rounding,11,0,0.7295882105827332,0.02369743585586548
526,ø,L,d,ød-L,1,1,1,rounding,11,0,0.7361109256744385,0.021713823080062866
527,ɯ,L,d,ɯd-L,0,0,1,rounding,11,0,0.6306184530258179,0.0471823513507843
528,i,H,b,ib-H,1,0,1,rounding,12,0,0.9248304963111877,0.03081071376800537
529,a,H,b,ab-H,0,0,0,rounding,12,0,0.9657731056213379,0.018680810928344727
530,e,H,b,eb-H,1,0,0,rounding,12,0,0.974260151386261,0.025705188512802124
531,o,H,b,ob-H,0,1,1,rounding,12,0,0.8123495578765869,0.004974037408828735
532,u,H,b,ub-H,0,1,1,rounding,12,0,0.7804211378097534,0.028719842433929443
533,y,H,b,yb-H,1,1,1,rounding,12,0,0.8444856405258179,0.02147248387336731
534,ø,H,b,øb-H,1,1,1,rounding,12,0,0.8823601603507996,0.026700258255004883
535,ɯ,H,b,ɯb-H,0,0,1,rounding,12,0,0.8908134698867798,0.013769865036010742
536,i,L,b,ib-L,1,0,1,rounding,12,0,1.0140581130981445,0.02789899706840515
537,a,L,b,ab-L,0,0,0,rounding,12,0,1.0746046304702759,0.016048401594161987
538,e,L,b,eb-L,1,0,0,rounding,12,0,1.0762720108032227,0.022983193397521973
539,o,L,b,ob-L,0,1,1,rounding,12,0,0.8496727347373962,0.0018041133880615234
540,u,L,b,ub-L,0,1,1,rounding,12,0,0.8196055293083191,0.038243234157562256
541,y,L,b,yb-L,1,1,1,rounding,12,0,0.8928587436676025,0.020280808210372925
542,ø,L,b,øb-L,1,1,1,rounding,12,0,0.9166440367698669,0.022504866123199463
543,ɯ,L,b,ɯb-L,0,0,1,rounding,12,0,0.965219259262085,0.015004009008407593
544,i,H,g,ig-H,1,0,1,rounding,12,0,0.8319304585456848,0.015228897333145142
545,a,H,g,ag-H,0,0,0,rounding,12,0,0.9310457110404968,0.048890382051467896
546,e,H,g,eg-H,1,0,0,rounding,12,0,0.9013041853904724,0.02189713716506958
547,o,H,g,og-H,0,1,1,rounding,12,0,0.9181328415870667,0.045661747455596924
548,u,H,g,ug-H,0,1,1,rounding,12,0,0.811896800994873,0.011948168277740479
549,y,H,g,yg-H,1,1,1,rounding,12,0,0.9069547057151794,0.016969770193099976
550,ø,H,g,øg-H,1,1,1,rounding,12,0,0.9284720420837402,0.054371654987335205
551,ɯ,H,g,ɯg-H,0,0,1,rounding,12,0,0.7812812924385071,0.012791424989700317
552,i,L,g,ig-L,1,0,1,rounding,12,0,0.91313236951828,0.011788100004196167
553,a,L,g,ag-L,0,0,0,rounding,12,0,1.1080156564712524,0.08998745679855347
554,e,L,g,eg-L,1,0,0,rounding,12,0,0.9995183348655701,0.04531225562095642
555,o,L,g,og-L,0,1,1,rounding,12,0,0.9298273324966431,0.04166853427886963
556,u,L,g,ug-L,0,1,1,rounding,12,0,0.8295026421546936,0.009004533290863037
557,y,L,g,yg-L,1,1,1,rounding,12,0,0.9228700399398804,0.013153493404388428
558,ø,L,g,øg-L,1,1,1,rounding,12,0,0.9411295652389526,0.052295565605163574
559,ɯ,L,g,ɯg-L,0,0,1,rounding,12,0,0.8623616099357605,0.016711384057998657
560,i,H,d,id-H,1,0,1,rounding,12,0,0.6689819097518921,0.022056370973587036
561,a,H,d,ad-H,0,0,0,rounding,12,0,0.9592557549476624,0.02095860242843628
562,e,H,d,ed-H,1,0,0,rounding,12,0,0.7671153545379639,0.02873939275741577
563,o,H,d,od-H,0,1,1,rounding,12,0,0.6572818756103516,0.01891082525253296
564,u,H,d,ud-H,0,1,1,rounding,12,0,0.6363188624382019,0.02765941619873047
565,y,H,d,yd-H,1,1,1,rounding,12,0,0.821263313293457,0.01006251573562622
566,ø,H,d,ød-H,1,1,1,rounding,12,0,0.7527098059654236,0.033181965351104736
567,ɯ,H,d,ɯd-H,0,0,1,rounding,12,0,0.6293339729309082,0.028578907251358032
568,i,L,d,id-L,1,0,1,rounding,12,0,0.7599277496337891,0.015427559614181519
569,a,L,d,ad-L,0,0,0,rounding,12,0,1.0701791048049927,0.012575149536132812
570,e,L,d,ed-L,1,0,0,rounding,12,0,0.8545222282409668,0.022638022899627686
571,o,L,d,od-L,0,1,1,rounding,12,0,0.6775266528129578,0.014127105474472046
572,u,L,d,ud-L,0,1,1,rounding,12,0,0.6607463359832764,0.033451586961746216
573,y,L,d,yd-L,1,1,1,rounding,12,0,0.8385722637176514,0.01919206976890564
574,ø,L,d,ød-L,1,1,1,rounding,12,0,0.7758495211601257,0.03446236252784729
575,ɯ,L,d,ɯd-L,0,0,1,rounding,12,0,0.7041003704071045,0.048550546169281006
576,i,H,b,ib-H,1,0,1,rounding,13,0,0.9126608967781067,0.010272502899169922
577,a,H,b,ab-H,0,0,0,rounding,13,0,0.9275850653648376,0.030094563961029053
578,e,H,b,eb-H,1,0,0,rounding,13,0,0.8644866347312927,0.012412995100021362
579,o,H,b,ob-H,0,1,1,rounding,13,0,0.6590785384178162,0.010527610778808594
580,u,H,b,ub-H,0,1,1,rounding,13,0,0.6794643998146057,0.013997018337249756
581,y,H,b,yb-H,1,1,1,rounding,13,0,0.7605488896369934,0.014813661575317383
582,ø,H,b,øb-H,1,1,1,rounding,13,0,0.7641603350639343,0.032181888818740845
583,ɯ,H,b,ɯb-H,0,0,1,rounding,13,0,0.8205992579460144,0.030009478330612183
584,i,L,b,ib-L,1,0,1,rounding,13,0,0.9152407646179199,0.00813719630241394
585,a,L,b,ab-L,0,0,0,rounding,13,0,0.9281038641929626,0.015307128429412842
586,e,L,b,eb-L,1,0,0,rounding,13,0,0.8668526411056519,0.01000872254371643
587,o,L,b,ob-L,0,1,1,rounding,13,0,0.6608943343162537,0.013480186462402344
588,u,L,b,ub-L,0,1,1,rounding,13,0,0.6842124462127686,0.026035070419311523
589,y,L,b,yb-L,1,1,1,rounding,13,0,0.7667458057403564,0.008479326963424683
590,ø,L,b,øb-L,1,1,1,rounding,13,0,0.7701348066329956,0.025782078504562378
591,ɯ,L,b,ɯb-L,0,0,1,rounding,13,0,0.8225976228713989,0.022752881050109863
592,i,H,g,ig-H,1,0,1,rounding,13,0,0.9325393438339233,0.013644307851791382
593,a,H,g,ag-H,0,0,0,rounding,13,0,0.8749415874481201,0.031151771545410156
594,e,H,g,eg-H,1,0,0,rounding,13,0,0.925584614276886,0.021858006715774536
595,o,H,g,og-H,0,1,1,rounding,13,0,0.7210779190063477,0.012598097324371338
596,u,H,g,ug-H,0,1,1,rounding,13,0,0.7135892510414124,0.015216022729873657
597,y,H,g,yg-H,1,1,1,rounding,13,0,0.8351344466209412,0.028974920511245728
598,ø,H,g,øg-H,1,1,1,rounding,13,0,0.8166730403900146,0.0274277925491333
599,ɯ,H,g,ɯg-H,0,0,1,rounding,13,0,0.7973062992095947,0.015187174081802368
600,i,L,g,ig-L,1,0,1,rounding,13,0,0.9338576793670654,0.012500584125518799
601,a,L,g,ag-L,0,0,0,rounding,13,0,0.8769299983978271,0.02889573574066162
602,e,L,g,eg-L,1,0,0,rounding,13,0,0.9267014861106873,0.023123055696487427
603,o,L,g,og-L,0,1,1,rounding,13,0,0.7209538817405701,0.006345808506011963
